Column,business_id,name,neighborhood,address,postal_code,latitude,longitude,stars,review_count,categories
73357,jrWegacxD7lD1Cp-Kc5m2w,Famous Famiglia Pizzeria,,4321 W Flamingo Rd,89103,36.1145,-115.19481359999999,3.5,18,Pizza;Restaurants
73362,N-lxlLjxg9uqutNnzeP2JQ,Tatt Life Studios,,4850 W Flamingo Rd,89103,36.1165,-115.206768,5,25,Tattoo;Beauty & Spas
73395,xhz5C9HzG6M1LLrI9GZJqw,Taqueria El Buen Pastor,,640 N Eastern Ave,89101,36.1756,-115.1158412,4,4,Restaurants;Mexican;Food Stands
73413,vCxZpQi4glpS8muhiRWFJQ,Torrid,Westside,4300 Meadows Ln,89107,36.1723,-115.1963237,3.5,21,"Accessories;Shopping;Plus Size Fashion;Women's Clothing;Fashion"
73414,q44LjJZnNYOKhwSpdLGpdw,As seen on TV,Westside,4300 Meadows Ln,89107,36.1729,-115.195475531,3,3,Beauty & Spas;Shopping;Flowers & Gifts;Home & Garden;Electronics;Cosmetics & Beauty Supply;Gift Shops;Kitchen & Bath
73418,12P7GjIoq6oj7qCyJ_c0Ag,Little Caesars Pizza,Northwest,4898 W Lone Mountain Rd,89130,36.2468,-115.20931509999998,2,26,Restaurants;Pizza;Italian
73439,SOdUBqnffVgJP-Wvxli58Q,"Jaguars Gentlemen's Cabaret",Westside,3355 Procyon St,89162,36.1295,-115.18813700000001,3.5,17,Nightlife;Adult Entertainment
73440,Y6s9SB9qkxu-5lHjbaousQ,DMV Car Tag Registration Service,Downtown,2701 E Sahara Ave,89117,36.1457,-115.11170200000001,3.5,4,Automotive;Registration Services
73472,aQUo8irLBywAZN26ln_Q1w,WILD,Downtown,150 N Las Vegas Blvd,89101,36.1701,-115.13961529999999,4,107,American (New);Cocktail Bars;Pizza;Food;Nightlife;Juice Bars & Smoothies;Restaurants;Bars
73481,JUygwe5d_MXCCOdk0WB30g,"Steve Wynn's ShowStoppers",The Strip,3131 S Las Vegas Blvd,89109,36.1266,-115.16536509999999,4,109,Arts & Entertainment;Performing Arts
73492,JpPguWEzvNATjUJ48xCj8g,Pizza My Dear,Spring Valley,9320 W Flamingo Rd,89147,36.1152,-115.293991417,4,75,Restaurants;Food Delivery Services;Desserts;Salad;Chicken Wings;Pizza;Food
73494,rtxwsajx4hwMeCzvcBBymg,Super Foot Spa,The Strip,3049 Las Vegas Blvd,89109,36.1321,-115.164499395,2,3,Beauty & Spas
73497,RMK_CH9xNIjgzlF7p5Zelg,Rainbow Market,Sunrise,1594 N Nellis Blvd,89110,36.1884,-115.06152659999998,3,4,Food;Automotive;Grocery;Gas Stations
73528,9zFUtlsNJXP7t3Hw2dLJ_w,Stash Clothing,,8876 S Eastern Ave,89123,36.0291,-115.11496070000001,4,4,"Shopping;Women's Clothing;Accessories;Fashion"
73552,RbeTcNF_dCeUT9qYH4P6Lw,24 Nail,Spring Valley,4075 S Durango Dr,89147,36.1153,-115.28077590000001,4.5,178,Waxing;Nail Salons;Hair Removal;Beauty & Spas;Eyelash Service
73567,0R-6OcfG57Kg_uDro3ImPA,India Market,Southeast,5006 S Maryland Pkwy,89119,36.0987,-115.13602240000002,4,20,Specialty Food;Food;Imported Food;Ethnic Food
73574,w-As0KSwy8pqMClOea-NLQ,The Mob Museum,Downtown,300 Stewart Ave,89101,36.173,-115.14126359999999,4.5,788,Arts & Entertainment;Museums
73576,XdhJ7PjfMjBmZwvKikWlkA,"Seattle Dan's Pizza",Westside,8465 W Sahara Ave,89117,36.143,-115.27610630000001,3.5,49,Pizza;Restaurants
73584,K4zCHDrE18McrsE4nip_IQ,Open Box Buy,Southeast,9850 S Maryland Pkwy,89183,36.0102,-115.13421026299999,3.5,5,Discount Store;Department Stores;Shopping;Electronics;Fashion
73585,mhCYXYm0tHVYjEvNf7Jm2w,The Armory,The Strip,3782 S Las Vegas Blvd,89109,36.1035,-115.174608,4,8,Fashion;Shopping;Sports Wear;Sporting Goods
73618,JHyv6TwbNfIcjpos8_espA,Excellent Nails & Spa,Spring Valley,6015 S Fort Apache Rd,89148,36.0789,-115.298509105,4.5,127,Beauty & Spas;Nail Salons
73633,Pe9kznAqPNFOZ6Ly1qmE0A,Cue Club,Downtown,953 E Sahara Ave,89104,36.1437,-115.14391200000001,3,46,Nightlife;Pool Halls
73659,8OWodRBZxirvF3kGC6IHig,Best Western Plus Las Vegas West,The Lakes,8669 W Sahara Ave,89117,36.1425,-115.280705186,3.5,28,Hotels & Travel;Hotels;Event Planning & Services
73678,vnvQ0lD9MDje2DFde9PKQA,Elara by Hilton Grand Vacations,The Strip,80 E Harmon Ave,89109,36.1084,-115.1691841,3.5,823,Event Planning & Services;Hotels & Travel;Vacation Rentals;Hotels
73695,rS3KdecMS-EF4H3VtmkxBw,"Angelina's Pizzeria - Charleston",Sunrise,5821 E Charleston Blvd,89142,36.1581,-115.047082886,2.5,118,Restaurants;Pizza;Italian
73720,COQMWoDNhnNWHafZjGh0Dw,"Carl's Jr.",Westside,150 S Rainbow Blvd,89145,36.1725,-115.2448425,2.5,24,Fast Food;Restaurants;Burgers
73771,nqs9Px-UH82kbNdzFRS6OA,Tawney B,The Strip,3300 S Las Vegas Blvd,89109,36.124,-115.1711726,5,3,Clowns;Balloon Services;Fashion;Party & Event Planning;Arts & Entertainment;Performing Arts;Shopping;Face Painting;Event Planning & Services
73773,N8RHOOSrmSra_3fB81-FjQ,Pink Box Doughnuts On The Strip,The Strip,3755 S Las Vegas Blvd,89109,36.1053,-115.17224258700001,4,12,Food;Donuts;Bakeries;Coffee & Tea
73776,8HZXPJwD5L1qf7A-7D8Trg,"Dee's Divas",Westside,7980 W Sahara Ave,89117,36.1447,-115.2652577,5,4,Active Life;Fitness & Instruction
73778,QlK7n-0LqJ0bMxn_WggSxg,T-Mobile,Sunrise,4441 E Bonanza Rd,89110,36.1731,-115.07847,2,4,Shopping;Mobile Phones
73787,mm55v9Se5MutJ_EAj8qOjw,"Denny's",,3330 W Tropicana Ave,89103,36.1012,-115.185104869,2.5,43,Breakfast & Brunch;Restaurants;American (Traditional);Diners
73802,8HdO5J0LWfc8IqX7K38SPA,Eyebrows R Us,Westside,4125 S Eastern Ave,89117,36.1453,-115.277837064,4,64,Beauty & Spas;Hair Removal;Eyebrow Services
73805,uF-iSKRLBDZFeXNzA4xnEw,European Wax Center,,7210 W Lake Mead Blvd,89128,36.1968,-115.24919809999999,4,82,Hair Removal;Waxing;Beauty & Spas;Skin Care
73827,37f9w8jmMwa_QQ9GDjs7hg,Herbology Tours,Westside,2550 S Rainbow Blvd,89146,36.1432,-115.242116,5,4,Shopping;Cannabis Dispensaries;Cannabis Tours;Health & Medical;Bus Tours;Hotels & Travel;Cannabis Clinics;Tours
73846,6mqDDCHJE1ws5sf4nIgJog,Touch Salon and Spa,,4965 W Tropicana Ave,89103,36.0994,-115.20871299999999,3.5,12,Day Spas;Beauty & Spas;Hair Salons
73847,NRsZyuOZlwgbGz7S13ralg,Starbucks - Albertsons,Westside,1001 S Rainbow Blvd,89145,36.1601,-115.24513689999999,3,10,Coffee & Tea;Food
73850,vcZZycSx50yDVghAcRR6Uw,Artifact Lv,Westside,420 S Rampart Blvd,89145,36.1673,-115.28745017899999,4.5,7,Arts & Crafts;Art Galleries;Shopping;Arts & Entertainment
73857,fot2Ysurbghff9BKkbmG8Q,9th Bridge School,Downtown,310 S 9th St,89101,36.1646,-115.13828400000001,5,8,Elementary Schools;Preschools;Education
73873,lCwqJWMxvIUQt1Re_tDn4w,"Denny's",Sunrise,310 N Nellis Blvd,89110,36.1648,-115.061670542,2.5,44,Restaurants;Diners;American (Traditional);Breakfast & Brunch
73894,WefDfqzrzTZRTqQNzMLayA,Moochs Munchies,Westside,101 S Rainbow Blvd,89145,36.1726,-115.242644654,5,7,Bakeries;Pets;Pet Stores;Food
73924,sPsLLj-LA6PxDpMt55bJ8g,London Hair,,7331 W Lake Mead Blvd,89109,36.1951,-115.252325,2,5,Beauty & Spas;Hair Salons
73935,fP4sMlVw_MvyGNv4xeTGDA,Pieology Pizzeria,Eastside,365 Hughes Center Dr,89169,36.1149,-115.15560420000001,4,189,Pizza;Restaurants
73966,cN87VUbTH3Ne2Y1LTAGP1Q,Kids R Kids,Westside,2830 S Cimarron Rd,89117,36.1382,-115.26984250000001,3.5,14,Child Care & Day Care;Local Services;Active Life;Summer Camps;Preschools;Education
73967,hK4myROC2GXOjb6aXKBV8g,Infiniti Creations Salon & Spa,Westside,3100 S Durango Dr,89117,36.1334,-115.2784416,4.5,24,Beauty & Spas;Hair Salons;Day Spas
73979,xHEqgRS_p8ZE8GTgcJc2Hg,Jack in the Box,Southwest,7980 S Rainbow Blvd,89139,36.0433,-115.24288999999999,2,23,Fast Food;Burgers;Restaurants
74002,jLHE095dxq83qNVNndqUFQ,Snaps,,5255 Boulder Hwy,89122,36.1079,-115.05637240000001,3.5,82,Restaurants;American (Traditional)
74021,8vrzErpjzhDabTWX1ZfOGA,El Picante,Southeast,430 E Silverado Ranch Blvd,89123,36.0198,-115.15036,4,15,Restaurants;Mexican
74029,ciHUDldxq7Dz65GPsV3QMw,"Selma's Cookies",Southeast,3315 E Russell Rd,89120,36.0857,-115.1037793,4.5,3,Food;Bakeries
74031,6EARSVxeqMR1R33K9yNGmg,T-Mobile,Eastside,1150 E Flamingo Rd,89119,36.1151,-115.139374137,3,16,Shopping;Mobile Phones
74032,_fTmv7AbmXPD6-ae8EJ2zw,702 Tattoo Shop Las Vegas,Northwest,4275 N Rancho Dr,89130,36.2372,-115.2311905,4,41,Tattoo;Piercing;Beauty & Spas
74033,Cr-ywH3ZjBqCyolXf8BpVA,The Charcoal Room,Northwest,4949 N Rancho Dr,89130,36.2493,-115.24265,4,156,Wine Bars;Steakhouses;Restaurants;Bars;Breakfast & Brunch;Nightlife
74050,QMKgn9p_hRUlumBDAAfWlA,Cutting Board Filipino Gastropub,,2131 Rock Springs Dr,89128,36.1977,-115.24706885200001,4,325,Restaurants;Gastropubs;Spanish;Filipino
74092,VPlfS20H2nAIPKagTrwVMg,Alterations by Ana,,6370 W Flamingo Rd,89103,36.1152,-115.2320254,4,22,Sewing & Alterations;Local Services
74103,9dz3APQ3My0SGRqQj2mZOQ,Code 3 Urgent Care & Pharmacy,Southeast,5757 Wayne Newton Blvd,89119,36.084,-115.1537389,5,4,Diagnostic Imaging;Drugstores;Health & Medical;Urgent Care;Shopping;Diagnostic Services
74142,xDj6VQrMtbKrz8NSkJv_XA,Waffle Bar @ Venitian,The Strip,3377 S Las Vegas Blvd,89109,36.1224,-115.1703345,3.5,69,Desserts;Breakfast & Brunch;Food;Waffles;Restaurants
74218,UK-4KJLI6Yz8ytZFXgZ5Yw,RedFlint,Downtown,300 S 4th St,89101,36.1665,-115.14416767700001,4.5,3,Vocational & Technical School;Colleges & Universities;Home Services;Education;Specialty Schools;Shared Office Spaces;Real Estate
74240,eYJcI9cI6-kJ2NQpYdHcLw,Downtown Terrace,Downtown,707 Fremont St,89101,36.1674,-115.13881669,4,530,American (New);American (Traditional);Restaurants;Lounges;Burgers;Bars;Nightlife
74295,x7difvCyD9YjFAeg0Evyug,X.O. Mini-Mart & Liquor,Eastside,953 E Sahara Ave,89104,36.1422,-115.140566779,5,5,Beer;Wine & Spirits;Food;Grocery;Convenience Stores
74317,OXBROmBWuDhRhd0BZ7zXJA,Honey Pig Korean BBQ,,9550 S Eastern Ave,89123,36.015,-115.11718304700001,3.5,105,Barbeque;Restaurants;Korean
74331,Cy6k-OK7cQkxx_Q45EM73Q,Allure Nails,Westside,8550 W Charleston Blvd,89117,36.1599,-115.27896899999999,3.5,35,Nail Salons;Beauty & Spas
74354,mIlQi6nZdFbEAjZuQ6pFfQ,Verrazano Pizza,Westside,240 S Rainbow Blvd,89145,36.1713,-115.2448746,4,155,Restaurants;Pizza
74357,x5Eva9BReGn3gzBVrE_zQw,Ink Masters Las Vegas,Southeast,5645 S Eastern Ave,89119,36.0872,-115.119303946,4.5,17,Na
74370,5QSkZrMVgt2g64vj88rnoA,Aeromexico,Southeast,5757 Wayne Newton Blvd,89119,36.0846,-115.153824,1,6,Hotels & Travel;Airports;Airlines;Transportation
74377,GF4_xCtWbpjS5JRKls_Jng,Merryhill Preschool,Centennial,7605 Grand Teton Dr,89131,36.3046,-115.26100290000001,4,10,Education;Child Care & Day Care;Preschools;Local Services
74408,5iAFiMPfitcYDMeII5_dnQ,"Auntie Anne's",The Strip,3200 S Las Vegas Blvd,89109,36.1277,-115.17441470000001,3,18,Food;Restaurants;Fast Food;Bakeries;Pretzels
74420,ifIxHJrhevpBxKO2Nh5TjA,My Cousin Vinny Sports Bar,Downtown,1600 E Sahara Ave,89104,36.1447,-115.12989009999998,3,6,Nightlife;Sports Bars;Bars
74451,Tk7qCou7aYv_Z-K3a7NhhA,Shish Kabob House,,6620 W Flamingo Rd,89103,36.1151,-115.2366549,4,449,Mediterranean;Restaurants;Middle Eastern
74470,qFZ7ReYNpjHuvSxOqXqHMg,Sumo Sushi 2,Southwest,8795 W Warm Springs Rd,89148,36.0552,-115.283305654,3.5,369,Sushi Bars;Restaurants
74488,V-aCFCkkRyakP6SeIfG9-A,Taste Tea,Spring Valley,10120 W Flamingo Rd,89147,36.1165,-115.313086815,4.5,122,Bubble Tea;Food;Tea Rooms;Coffee & Tea
74491,ULAz5fw2r3vm0N-_FTMzGg,Goose Island Pub,Eastside,4455 Paradise Rd,89169,36.1101,-115.15387140000001,3,51,Gastropubs;Restaurants
74509,aTkXkAOOVQUbCIQXKgceCQ,NPS Pool & Spa Supply,,6820 W Flamingo Rd,89103,36.1149,-115.241174,5,4,Home & Garden;Hot Tub & Pool;Shopping
74512,FMBL6Te_BaMc_WWCMfYmmA,7-Eleven,Spring Valley,9775 W Russell Rd,89148,36.0844,-115.306159258,4,11,Automotive;Food;Gas Stations;Grocery;Convenience Stores
74539,d4HnY0ar8-wggSOvyEUcyw,Paradise Pub,Southeast,955 Grier Dr,89119,36.0682,-115.14152939700001,4.5,31,Pubs;Nightlife;Bars
74551,xtYiHTmunjfCN2sUaQxBjA,Rio All Suites Hotel & Casino,,3700 W Flamingo Rd,89103,36.1172,-115.18761799,2.5,2080,Casinos;Event Planning & Services;Hotels;Arts & Entertainment;Hotels & Travel
74572,Z1CrMCf1yl37pQdlZZ6pDQ,Las Vegas Laser Center,,6370 W Flamingo Rd,89103,36.1152,-115.2320254,4.5,15,Laser Hair Removal;Beauty & Spas;Skin Care;Hair Removal;Health & Medical;Weight Loss Centers
74578,01VPJkcU0m8WzlA7dCEpVQ,Tea Space,Chinatown,3466 S Decatur Blvd,89102,36.1268,-115.207615909,4.5,220,Bubble Tea;Restaurants;Coffee & Tea;American (Traditional);Food;Juice Bars & Smoothies;Tea Rooms;Taiwanese
74579,fGtPQU4AxV0R3WAw1GJ2eg,Black Friday Home Appliance Outlet,Spring Valley,4199 S Fort Apache Rd,89147,36.1133,-115.2973924,3.5,11,Home & Garden;Appliances;Electronics;Shopping
74591,xaJ1eMg4m8szB16cuzhjGQ,Petro Stopping Centers,,6595 N Hollywood Blvd,89115,36.2797,-115.02614399999999,3.5,22,Automotive;Hotels;Hotels & Travel;Rest Stops;Gas Stations;Event Planning & Services
74620,HZrvNH7VTHUDcYqwF1B8jQ,Best In Show Dog Grooming,Westside,8450 W Sahara Ave,89117,36.1445,-115.2757054,4,164,Pets;Pet Services;Pet Groomers
74623,uBeuMQ03GL6mWRZ-WvZmfw,Northwest Arms,Northwest,4450 N Tenaya Way,89129,36.2417,-115.2501541,4.5,46,Sporting Goods;Guns & Ammo;Shopping;Outdoor Gear
74641,vwpsor_zVUTJJkp301Dpog,Cookies by Design,,4001 S Decatur Blvd,89103,36.1166,-115.209691112,4.5,29,Shopping;Food;Flowers & Gifts;Desserts;Bakeries
74642,Y07qIurPKiUJDnTZWxZN2A,Bistro Buffet,,4321 W Flamingo Rd,89103,36.1151,-115.19543300000001,3,434,Buffets;American (Traditional);Restaurants;Italian
74646,YAiHkQAQ9sm23V1CyNT2zQ,"Bogey's Bar & Grill",Northwest,7770 W Ann Rd,89149,36.2631,-115.2655165,3,19,Pizza;Bars;Sports Bars;Nightlife;Restaurants
74669,ckke8MRDHVLJdNa0quxOEg,Anise Tapas & Grill,Westside,3100 S Durango Dr,89117,36.1334,-115.278489,3.5,191,Kosher;Mediterranean;Tapas Bars;Restaurants;Tapas/Small Plates
74696,9M0cQtHWkLNhGxPYt1qakA,Taqueria Santander,Sunrise,5061 E Sahara Ave,89142,36.1439,-115.064099,4,6,Mexican;Restaurants
74701,ZVr99FZN_C9CKYqFkZeADQ,Lazarou,The Strip,3663 S Las Vegas Blvd,89109,36.1108,-115.17141129999999,5,4,"Bespoke Clothing;Fashion;Accessories;Shopping;Men's Clothing"
74726,c9AJXcIVPFIoZEXIRUA1pQ,"The Rock, A Christian Church",Southwest,6600 W Erie Ave,89141,35.9923,-115.23743459999999,5,15,Churches;Religious Organizations
74729,X9kUv65Au4XjDViOQIx5YA,European Brazilian Waxing by Ellen,,7500 W Lake Mead Blvd,89128,36.1974,-115.2578289,5,6,Skin Care;Waxing;Beauty & Spas;Hair Removal
74733,Us0VHOegBKE6L4k-xEVxxg,Buldogis Unleashed Food Truck,Westside,2291 S Fort Apache Rd,89117,36.1471,-115.2982993,4,17,Hot Dogs;Food Trucks;Restaurants;Food;Korean
74734,UfSwz2LHiVu0K6CJJ6-2gg,Mia Bella Cafe,,5190 S Valley View Blvd,89118,36.0958,-115.18928290000001,3.5,42,Restaurants;Italian;Mediterranean;Breakfast & Brunch;Falafel
74735,D8GZGKmkJ8yu2RYc1HXWGQ,NBA Summer League,University,4505 S Maryland Pkwy,89154,36.1095,-115.141935,5,9,Amateur Sports Teams;Active Life
74743,2aoKv8DjAeVBjTT9O9sx5g,"Marriott's Grand Chateau",The Strip,75 E Harmon Ave,89109,36.1075,-115.16935,4,410,Hotels;Event Planning & Services;Hotels & Travel
74746,wx_46jwjuX885DnQWyBCyg,The Park Restaurant & Bar,Eastside,3900 Paradise Rd,89109,36.1181,-115.1542209,4,4,Bars;Nightlife;Restaurants;American (New)
74755,zzOo9n22fBbKAhbSpMzggA,Goodtimes Bar & Nightclub,Southeast,1775 E Tropicana Ave,89119,36.0993,-115.1284942,3,26,Dance Clubs;Gay Bars;Nightlife;Bars
74775,QPHU1AE3Fpxjhfiinv2LZg,Regal Cinemas Texas Station 18,,2101 Texas Star Ln,89032,36.1978,-115.19185520000002,3,44,Arts & Entertainment;Cinema
74778,tvu6MBZKZKHz17cbF1zIZA,Pho Khong Ten,Southwest,7320 S Rainbow Blvd,89139,36.0555,-115.241350875,4,46,Vietnamese;Restaurants
74784,h4LcNjQum23Deg8j2E5tPw,Stardust Salon / Anna Ware,Spring Valley,8680 W Warm Springs Rd,89148,36.0561,-115.2812612,5,6,Hair Stylists;Hair Salons;Beauty & Spas;Makeup Artists
74796,iHWC_tHYYZVAvDqlPvAP2Q,"Dunkin' Donuts",Spring Valley,3481 S Durango Dr,89117,36.126,-115.279122591,2,79,Donuts;Food;Coffee & Tea
74817,8xb3Dt9dBZ0VPzeUaPspAw,Cockroach Theatre,Downtown,1025 S 1st St,89101,36.1596,-115.152471794,4.5,18,Performing Arts;Arts & Entertainment
74839,KWM6C4g9x7Fnmjdz8H18sw,"Sean Patrick's Pub",Southwest,11930 Southern Highlands Pkwy,89141,35.9732,-115.18220600000001,3.5,47,Irish Pub;Nightlife;Bars
74916,BQlyJXHIZHtGc6sgeu1Gsw,Double D Billiards,Westside,9101 W Sahara Ave,89117,36.1411,-115.2768,4.5,7,Movers;Home Services
74927,DDfGmZ07nTAR579uCd7gzQ,"McDonald's",Southeast,6005 S Eastern Ave,89119,36.0803,-115.12177790000001,1,8,Burgers;Fast Food;Restaurants
74931,OR4RDOkG3NEvJ-eB9_V_1w,Afghan Kabob Restaurant & Bakery,,6370 W Flamingo Rd,89103,36.1152,-115.23201440000001,4,13,Afghan;Middle Eastern;Food;Buffets;Bakeries;Halal;Caterers;Mediterranean;Event Planning & Services;Restaurants
74932,af6mL5qJ_xkD1v4TPWKf3Q,Elite Vacuums Plus,Spring Valley,10170 W Tropicana Ave,89147,36.1014,-115.31447359799999,4.5,31,Shopping;Home Cleaning;Contractors;Department Stores;Local Services;Fashion;Home Services;Appliances & Repair
74939,zHs5jZqZJBBt-JizAKktpA,Amigos Tacos,Spring Valley,6435 S Rainbow Blvd,89118,36.0718,-115.24363999999998,3,8,Restaurants;Mexican
74942,j-DYRh_l3sv6MKhfaiidXA,Antojitos El Cejas,Sunrise,1625 N Lamb Blvd,89115,36.1889,-115.08059740000002,3.5,5,Restaurants;Mexican
74953,IkULWtahpuhS9WhfcfNi-w,Nine Dragon Head Shop,Chinatown,5115 Spring Mountain Rd,89146,36.1255,-115.21050734,4.5,7,Vape Shops;Shopping;Tobacco Shops;Head Shops
74958,4k3RlMAMd46DZ_JyZU0lMg,Ramen Sora,Chinatown,4490 Spring Mountain Rd,89102,36.1265,-115.201851,4,1169,Noodles;Restaurants;Ramen;Japanese
74961,nO2mE8gLNxi1Fsm6bZsn-g,The Game,Westside,9090 Alta Dr,89145,36.1691,-115.29130320000002,3.5,32,Nightlife;Restaurants;Sports Bars;Bars;Burgers
74975,DyNwk4aKTe5zy3h83zSTyg,Barking Lot,Eastside,3742 E Tropicana Ave,89121,36.1007,-115.09308190000002,4,19,Pets;Pet Groomers;Pet Services
75007,E74g5nmRJj9LQS1uyKmq8A,"O'Sheas Casino",The Strip,3535 S Las Vegas Blvd,89109,36.1175,-115.17141007200001,3.5,349,Hotels;Event Planning & Services;Casinos;Arts & Entertainment;Hotels & Travel
75040,4RoTEeqB_MNn6yaqZmlZHg,Regal Cinemas Village Square 18,Westside,9400 W Sahara Ave,89117,36.1474,-115.30030790000002,3.5,158,Cinema;Arts & Entertainment
75065,eKs-88HqQGOv_yuD81LUTw,Glamour Nails,Southeast,8880 S Maryland Pkwy,89123,36.0284,-115.135425,3,22,Nail Salons;Hair Removal;Eyebrow Services;Beauty & Spas;Waxing
75069,89gr564KWwUQBVW-faLe_w,Vegas Gold & Jeweler,The Strip,3049 S Las Vegas Blvd,89109,36.1317,-115.16425990000002,4.5,11,Pawn Shops;Gold Buyers;Watch Repair;Jewelry Repair;Shopping;Jewelry;Local Services
75077,ZDoXr27YooSll6FTD36RkA,"Fazoli's",Southeast,9809 S Eastern Ave,89183,36.0111,-115.119277,3,13,Restaurants;Italian;Pizza
75105,zOhc6cRn1UgNy7EiAdJ2Rw,"Chuck E. Cheese's",,7381 W Lake Mead Blvd,89128,36.1948,-115.253586686,2.5,58,Restaurants;Event Planning & Services;American (Traditional);Party & Event Planning;Pizza
75188,viry1tKdw736ZRBeX9UB5Q,"McDonald's",Northwest,7171 W Ann Rd,89130,36.2626,-115.2499399,3,24,Restaurants;Burgers;Fast Food
75200,ImU8asw-7e_9sZoDc2lzXA,AMC Rainbow Promenade 10,,2321 N Rainbow Blvd,89108,36.2027,-115.24362269999999,3,59,Arts & Entertainment;Cinema
75218,7UjscF-fKEJHvZwYkMejXw,Fox Outlet,Southeast,7400 S Las Vegas Blvd,89123,36.0549,-115.1691493,3.5,3,Shopping;Outlet Stores
75230,rWh0wQsoCUONjdi5nu9B2w,ASICS Outlet,Southeast,7400 Las Vegas Blvd S,89123,36.0524,-115.16902069999999,5,3,Fashion;Shoe Stores;Sports Wear;Outlet Stores;Sporting Goods;Shopping
75231,i-LDatuEXFN3EDZK1sgllQ,Aroma Cuisine of the World/Oscar Catering,,6370 W Flamingo Rd,89103,36.1152,-115.23201440000001,5,36,Sandwiches;Juice Bars & Smoothies;Restaurants;Italian;Spanish;Food;Desserts;Mexican
75255,csolOpend_4LDv5rNTVuoA,Noosh Bakery,,6370 W Flamingo Rd,89103,36.1151,-115.230987668,4,8,Restaurants;Bakeries;Food;Persian/Iranian
75281,xPirEAysB7zTgKzCpSoqFQ,Royal Highlands Dental,Southwest,11350 Southern Highlands Pkwy,89141,35.9837,-115.1901617,4.5,36,Health & Medical;General Dentistry;Endodontists;Cosmetic Dentists;Dentists
75286,0jtRI7hVMpQHpUVtUy4ITw,Omelet House Summerlin,Summerlin,2227 N Rampart Blvd,89128,36.202,-115.283122245,4,225,Restaurants;American (Traditional);Food;Italian;Breakfast & Brunch;Beer;Wine & Spirits
75297,KiTHWMK20GvgPvpHSzTHTg,Chipotle Mexican Grill,The Strip,3663 Las Vegas Blvd,89109,36.1108,-115.17141129999999,3,37,Mexican;Fast Food;Restaurants
75338,NY80DkkCfEl198JmwtO4pA,"Harrah's Las Vegas Hotel & Casino",The Strip,3475 S Las Vegas Blvd,89109,36.1193,-115.17177020000001,2.5,1413,Arts & Entertainment;Hotels & Travel;Casinos;Hotels;Event Planning & Services
75343,WzkbnhI-fxdH_tMzT3evtA,"Mr D's Sportsbar & Grill",Westside,1810 S Rainbow Blvd,89146,36.1513,-115.2427054,3.5,59,Restaurants;Nightlife;Sports Bars;Karaoke;Bars;American (Traditional)
75384,DZwXQUa5KGUcJ0y4TO1pFQ,"Brother's Italian Bistro",Northwest,7121 W Craig Rd,89129,36.2403,-115.2499187,3,73,Restaurants;Food;Pizza;Italian
75396,wraKox0MBW_w449VJXVenQ,Bakrihyang,Chinatown,6850 Spring Mountain Rd,89146,36.1264,-115.24189799999999,3.5,3,Restaurants;Chinese;Korean
75474,6IFURyc3BzRbO0KX3xbMIQ,Schofield Middle School,Southeast,8625 Spencer St,89123,36.032,-115.12807590000001,2.5,4,Education;Middle Schools & High Schools
75486,kF6HvWkfudAeE8KPvPX8dw,Speedee Mart,South Summerlin,3480 S Hualapai Way,89117,36.1265,-115.31462649999999,3.5,10,Food;Gas Stations;Convenience Stores;Automotive;Car Wash
75491,xb6z-yGWwN4ssqm4ftSz4Q,Flip Flop Workshop,The Strip,3200 Las Vegas Blvd,89109,36.1272,-115.1716727,5,4,Shopping;Fashion;Shoe Stores
75512,SU0vpWHjOdYfppjNUICc-w,Fashion Day Spa,Eastside,3680 S Maryland Pkwy,89169,36.1235,-115.1343763,4.5,3,Beauty & Spas;Day Spas
75541,8JxhnIJyOOR4qpqhRr0eiw,"Carl's Jr",Sunrise,2350 S Nellis Blvd,89104,36.1464,-115.065233,2.5,10,Fast Food;Burgers;Restaurants
75564,h4_9jr20r28cfR3qz0dS5A,ABC Towing,Southeast,6225 Harrison Dr,89120,36.0769,-115.1135805,1,5,Towing;Automotive
75584,EQihpFjqlW8u2mtdljoEjw,Diamond Wireless,Westside,4300 Meadows Ln,89107,36.1723,-115.1963237,3,7,Shopping;Mobile Phones
75585,qPeHkpE_2rx7BYhJ4XmZ8Q,Inaka Sushi,Southwest,9285 S Cimarron Rd,89178,36.0197,-115.2712159,2.5,141,Restaurants;Sushi Bars;Japanese;Buffets
75665,2aPbaa0FFbN9AdPtxHqbVg,Tables Board Game Spot,Southeast,8880 S Maryland Pkwy,89123,36.0285,-115.13537340000002,5,12,Cafes;Shopping;Arcades;Social Clubs;Arts & Entertainment;Restaurants;Tabletop Games
75671,YoLipZK51s1ZeX656oQYOQ,Vegas Ink,The Strip,3717 S Las Vegas Blvd,89109,36.1089,-115.1721503,3,29,Beauty & Spas;Tattoo;Jewelry;Shopping
75690,1Tak6Q-IlkDrdmLwrEZeSg,Off the Strip Just Real Food,Spring Valley,9837 W Tropicana Ave,89147,36.0996,-115.30722210200001,3.5,54,Italian;American (New);Restaurants
75715,gZBlMvphq6ZZWhQz3Drafg,Never Settle Fitness,Spring Valley,9615 W Flamingo Rd,89147,36.1124,-115.3013023,5,5,Gyms;Active Life;Fitness & Instruction;Trainers
