,flagged_reviews,one_star_count,total_reviews,total_stars,word_count,proportion_flagged_reviews,average_flagged_words_per_review,average_stars_per_review,proportion_one_star,name,neighborhood,address,postal_code,stars,review_count,categories
6e58JlOYn9WaBYSYsXFGNg,2,0,23,114,2,0.08695652173913043,0.08695652173913043,4.956521739130435,0.0,Pain Release Therapy,Westside,8751 W Charleston Blvd,89117.0,5.0,23.0,Massage Therapy;Qi Gong;Pain Management;Health & Medical;Fitness & Instruction;Doctors;Active Life
-KUOQZxJqGjf4NfK3j43tQ,0,4,12,37,0,0.0,0.0,3.0833333333333335,0.3333333333333333,Barney's Lounge,Southeast,5757 Wayne Newton Blvd,89119.0,3.0,12.0,Lounges;Bars;Nightlife
_GNetbsdbE1vuVIopztSag,0,0,3,14,0,0.0,0.0,4.666666666666667,0.0,Treehouse Playground,Downtown,707 Fremont St,89101.0,4.5,3.0,Playgrounds;Active Life;Kids Activities
KBCNCq8Ecc8cdrMLgPM81g,0,1,40,188,0,0.0,0.0,4.7,0.025,Smog Busters,Spring Valley,3711 S Fort Apache Rd,89147.0,4.5,40.0,Smog Check Stations;Automotive
3kN5pNrM82qfNC9zuV0C5A,0,7,18,49,0,0.0,0.0,2.7222222222222223,0.3888888888888889,Bourbon Street,,4405 W Flamingo Rd,89103.0,2.5,18.0,Bars;Nightlife
yVmJdzstj6fQf7DyObvB7A,13,15,30,63,18,0.43333333333333335,0.6,2.1,0.5,Johnny's Pizzeria,,4850 W Flamingo Rd,89103.0,2.0,30.0,Food;Beer;Wine & Spirits;Salad;Restaurants;Pizza;Italian
6F46lj02sSEVcYCE-RsIag,0,0,5,24,0,0.0,0.0,4.8,0.0,Canvas Cafe,Southeast,430 E Silverado Ranch Blvd,89123.0,5.0,5.0,Restaurants;Sandwiches;Food;Coffee & Tea
_bOlJfNELoVIiYGonYnPWw,5,5,31,102,9,0.16129032258064516,0.2903225806451613,3.2903225806451615,0.16129032258064516,Sushi House,Sunrise,5841 E Charleston Blvd,89142.0,3.5,31.0,Restaurants;Sushi Bars;Japanese
6yyhXfUXxx-lNEnH3eJFeQ,0,2,21,97,0,0.0,0.0,4.619047619047619,0.09523809523809523,Aged In Oak Tattoo Parlor,Southeast,6235 S Pecos Rd,89120.0,4.5,21.0,Beauty & Spas;Tattoo
VzPgbBXqO90HwSWRvbr22Q,0,1,24,110,0,0.0,0.0,4.583333333333333,0.041666666666666664,Rio Vista Barber & Style,Northwest,7045 W Ann Rd,89130.0,4.5,24.0,Barbers;Beauty & Spas
MxzMn4UAU-Vt-x2lyEqcDw,0,1,12,51,0,0.0,0.0,4.25,0.08333333333333333,Maharaja Hookah Cafe,Downtown,506 Fremont St,89101.0,4.0,12.0,Coffee & Tea;Bars;Hookah Bars;Food;Nightlife
En1CTNrIW0klhRDTpiBXOw,2,1,32,153,2,0.0625,0.0625,4.78125,0.03125,Joni Rankin Color Specialist,Spring Valley,4280 S Hualapai Way,89147.0,5.0,32.0,Blow Dry/Out Services;Day Spas;Beauty & Spas;Hair Stylists;Hair Salons
SXyGMj1rBHauU_MMLEsUfw,0,12,14,19,0,0.0,0.0,1.3571428571428572,0.8571428571428571,Little Caesars Pizza,,1967 N Decatur Blvd,89108.0,1.5,14.0,Restaurants;Pizza;Fast Food
HRnayVfSTeCPP_MdssloZQ,0,0,9,45,0,0.0,0.0,5.0,0.0,Carlo Contraras,Westside,1750 S Rainbow Blvd,89146.0,5.0,9.0,Barbers;Beauty & Spas
unBYTLgYlDMisk7txLivKQ,10,28,51,106,12,0.19607843137254902,0.23529411764705882,2.0784313725490198,0.5490196078431373,Tropical Smoothie Cafe,,5222 Boulder Hwy,89122.0,2.0,51.0,Food;Juice Bars & Smoothies
_bGZIJ0Z4bhxgfjlUDzZfA,2,1,11,51,2,0.18181818181818182,0.18181818181818182,4.636363636363637,0.09090909090909091,Bud & Vine,Downtown,124 S 6th St,89101.0,4.5,11.0,Bridal;Florists;Flowers & Gifts;Shopping
K-0pdH5hZQVeoUmYSNygQw,0,1,32,151,0,0.0,0.0,4.71875,0.03125,El Ausente,Downtown,2536 Fremont St,89104.0,4.5,32.0,Restaurants;Mexican
YKSsuVyVLJy63GJDzy4mYA,0,2,4,9,0,0.0,0.0,2.25,0.5,Las Vegas Haunted Tour,Downtown,450 E Fremont St,89101.0,2.0,4.0,Tours;Hotels & Travel;Walking Tours
hXA5hykyJwBFSLi2tKTwEw,0,1,3,9,0,0.0,0.0,3.0,0.3333333333333333,Auntee M's Market,,4275 Arville St,89103.0,3.0,3.0,Food;Grocery
ZrqkbcCCfz9d78CFdBfhhg,0,8,74,310,0,0.0,0.0,4.1891891891891895,0.10810810810810811,VIP Nails & Spa,Spring Valley,5651 S Grand Canyon Dr,89148.0,4.0,74.0,Nail Salons;Beauty & Spas;Skin Care;Threading Services;Eyelash Service;Day Spas;Hair Removal
5WghmsZ6sOx0Cd602oEkBA,0,1,7,29,0,0.0,0.0,4.142857142857143,0.14285714285714285,Kaizen Crossfit,Spring Valley,4520 S Hualapai Way,89147.0,4.0,7.0,Active Life;Fitness & Instruction;Interval Training Gyms;Gyms
Rjuuz0BATAkVj_cXazH2mg,2,1,5,20,2,0.4,0.4,4.0,0.2,Shepherd School of Language,Westside,1280 S Jones Blvd,89146.0,4.0,5.0,Education;Language Schools;Educational Services;Adult Education;Specialty Schools
DKMgezmOf7tR_t74sBjBhQ,0,0,4,11,0,0.0,0.0,2.75,0.0,Fatburger,,2101 Texas Star Ln,89032.0,3.0,4.0,Restaurants;Burgers
vOkXwSgz3avuRk9XkaWOXw,10,3,25,104,40,0.4,1.6,4.16,0.12,Total Nutrition,Southeast,9555 S Eastern Ave,89123.0,4.0,25.0,Nutritionists;Health & Medical;Health Markets;Food;Shopping;Weight Loss Centers;Specialty Food;Vitamins & Supplements
Ti7UFcA0g5QpflvxsUpa3g,16,34,75,207,23,0.21333333333333335,0.30666666666666664,2.76,0.4533333333333333,Fantastic Nails,Southwest,9285 S Cimarron Rd,89178.0,3.0,75.0,Hair Removal;Nail Salons;Waxing;Beauty & Spas
uzVIyp4wsdshFf3JypeUCg,0,1,6,26,0,0.0,0.0,4.333333333333333,0.16666666666666666,ALEX AND ANI,The Strip,3200 S Las Vegas Blvd,89109.0,4.5,6.0,Jewelry;Jewelry Repair;Accessories;Watches;Fashion;Shopping;Local Services
cZO6RmJcqRY9jGbYY71z-A,7,4,33,134,7,0.21212121212121213,0.21212121212121213,4.0606060606060606,0.12121212121212122,My Mother's House Italian Restaurant,Summerlin,9320 Sun City Blvd,89134.0,4.0,33.0,Restaurants;Italian
6PXjb9T5Iv4STwwdoycrYw,23,2,53,230,23,0.4339622641509434,0.4339622641509434,4.339622641509434,0.03773584905660377,Dulce Donuts,,701 N Decatur Blvd,89107.0,4.5,53.0,Donuts;Food
FjU6J1VdoD4-meIEOOlK3Q,5,1,28,131,5,0.17857142857142858,0.17857142857142858,4.678571428571429,0.03571428571428571,The Joint Chiropractic - North Decatur & 215,Centennial,6171 N Decatur Blvd,89130.0,4.5,27.0,Chiropractors;Health & Medical
tAdgAmRZnAOvCipAr2trqQ,0,0,3,9,0,0.0,0.0,3.0,0.0,Burger King,,4111 Boulder Hwy,89121.0,3.0,3.0,Burgers;Fast Food;Restaurants
nebRKfau_9iTxRDR6WGj9A,21,20,50,141,21,0.42,0.42,2.82,0.4,Kapuso Kapamilya,Chinatown,4300 Spring Mountain Rd,89102.0,3.0,50.0,Nightlife;Italian;Bars;Karaoke;Lounges;Restaurants;Education;Colleges & Universities;Pubs;Filipino
gKFDJ9IpFxt95DHxTN7ZHw,3,9,75,251,3,0.04,0.04,3.3466666666666667,0.12,Gyro Time Restaurant,Northwest,7660 W Cheyenne Ave,89129.0,3.5,75.0,Restaurants;Mediterranean;Greek
LanpqeFxavytCfrQq3-CPQ,0,5,58,254,0,0.0,0.0,4.379310344827586,0.08620689655172414,Hotties Haircuts Salon,Southeast,9555 S Eastern Ave,89123.0,4.5,58.0,Hair Salons;Tanning;Beauty & Spas
Nk8rRsl9u4GrbxEeEVsedg,0,1,3,8,0,0.0,0.0,2.6666666666666665,0.3333333333333333,Thai Cuisine 2,Sunrise,4420 E Charleston Blvd,89110.0,2.5,3.0,Thai;Restaurants
iXY5ZxHxY7eHjZKaHvvsGQ,0,0,14,70,0,0.0,0.0,5.0,0.0,Sunkissed Bottoms 2,Spring Valley,9809 W Flamingo Rd,89147.0,5.0,14.0,Spray Tanning;Swimwear;Surf Shop;Fashion;Beauty & Spas;Shopping;Tanning
tQF9WJ93G0vMITC7n8e10g,0,5,29,123,0,0.0,0.0,4.241379310344827,0.1724137931034483,Pointe of Grace Dance Center,Centennial,7280 W Azure Dr,89130.0,4.0,28.0,Fitness & Instruction;Dance Studios;Active Life
okSpbU86tbKULQtz3vT-Bw,3,2,8,20,3,0.375,0.375,2.5,0.25,Arby's,,4954 Boulder Hwy,89121.0,2.5,8.0,Sandwiches;Restaurants;Fast Food
x7difvCyD9YjFAeg0Evyug,0,0,5,25,0,0.0,0.0,5.0,0.0,X.O. Mini-Mart & Liquor,Eastside,953 E Sahara Ave,89104.0,5.0,5.0,Beer;Wine & Spirits;Food;Grocery;Convenience Stores
94VpeM23Uxo0eFNdEh0zbA,0,0,5,18,0,0.0,0.0,3.6,0.0,Lobby Bar,Southeast,9777 S Las Vegas Blvd,89183.0,3.5,5.0,Sports Bars;Bars;Nightlife
uPwZUj4Hj-fHz1TU0LJJmQ,0,3,28,108,0,0.0,0.0,3.857142857142857,0.10714285714285714,Simpo Sandwich,Downtown,300 E Charleston Blvd,89104.0,4.0,28.0,Restaurants;Sandwiches
t7pWS0oxwjoZpT-fwQQCiA,2,4,5,7,6,0.4,1.2,1.4,0.8,The Dam Restaurant,Southeast,115 E Tropicana Ave,89109.0,1.5,5.0,Restaurants;American (Traditional)
Tb-hJmtCZhjVcRzTZicNpw,0,0,10,49,0,0.0,0.0,4.9,0.0,The Sci-Fi Center,Eastside,900 E Karen Ave,89109.0,5.0,10.0,Arts & Entertainment;Books;Mags;Music & Video;Comic Books;Shopping;Cinema
ZO2fH-7lIcUvq7-N_3ovBA,0,6,24,88,0,0.0,0.0,3.6666666666666665,0.25,International Church of Las Vegas,Westside,8100 Westcliff Dr,89145.0,3.5,24.0,Churches;Religious Organizations
069TWjwxctY-3X_TitxJKQ,10,14,101,400,10,0.09900990099009901,0.09900990099009901,3.9603960396039604,0.13861386138613863,Starbuzz Vegas Hookah Lounge,Eastside,384 E Tropicana Ave,89169.0,4.0,101.0,Nightlife;Lounges;Hookah Bars;Bars
MuhpEo91OcdP4rvaS_AHUw,0,6,22,80,0,0.0,0.0,3.6363636363636362,0.2727272727272727,On Target Guns,Sunrise,305 N Nellis Blvd,89110.0,3.5,22.0,Shopping;Guns & Ammo
3MZe4r3ybB7u9yaYgV4Sdw,2,16,37,103,2,0.05405405405405406,0.05405405405405406,2.7837837837837838,0.43243243243243246,T-Mobile,,7481 W Lake Mead Blvd,89128.0,3.0,37.0,Mobile Phones;Shopping
9vz7_kzT9KtECWgI9kS0Tw,0,0,28,138,0,0.0,0.0,4.928571428571429,0.0,Flawless Skin By Dorit,Spring Valley,3655 S Durango Dr,89147.0,5.0,28.0,Beauty & Spas;Skin Care
Fe699lNnpiZIGjgmuQahXA,8,19,71,240,8,0.11267605633802817,0.11267605633802817,3.380281690140845,0.2676056338028169,Teriyaki Boy Healthy Grill,Sunrise,4441 E Bonanza Rd,89110.0,3.5,71.0,Food;Asian Fusion;Chinese;Japanese;Restaurants
4F_7Ihf9FBXCW6PUllXptA,3,7,36,132,3,0.08333333333333333,0.08333333333333333,3.6666666666666665,0.19444444444444445,Big League Dreams Sport Park,,3151 E Washington Ave,89101.0,3.5,36.0,Arts & Entertainment;Parks;Amateur Sports Teams;Active Life;Stadiums & Arenas
_2Wbpm821bdNsh-gyqufrg,2,14,25,51,3,0.08,0.12,2.04,0.56,El Pollo Loco,,6131 W Lake Mead Blvd,89108.0,2.0,25.0,Mexican;Fast Food;Restaurants
V58EMoVyTThEaTdOu-xdDA,0,0,4,16,0,0.0,0.0,4.0,0.0,Made in Argentina,,5190 S Valley View Blvd,89118.0,4.0,4.0,Restaurants;Argentine;Latin American
UJButeGhEReFgTS9VJ7TBQ,0,0,34,168,0,0.0,0.0,4.9411764705882355,0.0,Get A Haircut,Downtown,353 E Bonneville Ave,89101.0,5.0,34.0,Beauty & Spas;Barbers;Hair Salons;Men's Hair Salons
K2cDxVOMYKBv0wRPtT9ERg,0,1,6,23,0,0.0,0.0,3.8333333333333335,0.16666666666666666,Mark's Video,Southeast,1263 E Silverado Ranch Blvd,89183.0,4.0,6.0,Books;Mags;Music & Video;Shopping;Videos & Video Game Rental
hEIiQ5KZKzxs62oiHIJYqA,22,12,65,241,28,0.3384615384615385,0.4307692307692308,3.707692307692308,0.18461538461538463,Regency Auto Spa,University,4590 S Maryland Pkwy,89119.0,3.5,65.0,Car Wash;Automotive
Cy6HvDPRvFfHZcci_7LglA,0,8,49,197,0,0.0,0.0,4.020408163265306,0.16326530612244897,Wii Play Games,,3310 S Nellis Blvd,89121.0,4.0,49.0,Tabletop Games;Shopping;Video Game Stores;Hobby Shops;Books;Mags;Music & Video;Videos & Video Game Rental;Comic Books;Toy Stores
TjZo2v8i7d4omCovsFA2pg,4,23,30,50,5,0.13333333333333333,0.16666666666666666,1.6666666666666667,0.7666666666666667,Papa John's Pizza,Southeast,3460 E Sunset Rd,89120.0,1.5,30.0,Restaurants;Pizza
mdj9R5jlNHA96jRTwJ9lGw,0,3,18,72,0,0.0,0.0,4.0,0.16666666666666666,1-800-GOT-JUNK? Las Vegas,Southeast,6225 Harrison Dr,89120.0,4.0,18.0,Junk Removal & Hauling;Local Services
g3wJ3T0ksO4xgDS6KIDY1A,5,5,15,45,5,0.3333333333333333,0.3333333333333333,3.0,0.3333333333333333,Little Bangkok Thai Restaurant,Westside,3111 S Valley View Blvd,89104.0,3.0,15.0,Specialty Food;Thai;Restaurants;Food;Ethnic Food
L97gcZgV8Cm9-MSuAanO9Q,4,16,30,61,4,0.13333333333333333,0.13333333333333333,2.033333333333333,0.5333333333333333,Burger King,Chinatown,3485 S Rainbow Blvd,89146.0,2.0,30.0,Restaurants;Fast Food;Hot Dogs;Burgers
9qDw5ntqNBJE-I-YzX9g1A,0,3,9,30,0,0.0,0.0,3.3333333333333335,0.3333333333333333,Classy Cuts Grooming & More,Eastside,3300 E Flamingo Rd,89121.0,3.5,9.0,Pet Groomers;Pet Services;Pets
VVuKecxPy_WgQ88Acc_SjQ,0,3,21,90,0,0.0,0.0,4.285714285714286,0.14285714285714285,Postal Pros,Summerlin,11700 W Charleston Blvd,89135.0,4.5,21.0,Post Offices;Public Services & Government
bEIlfHvXs1hxTamwv3Wdzw,0,5,21,84,0,0.0,0.0,4.0,0.23809523809523808,One Nevada Credit Union,Centennial,7703 N El Capitan Way,89143.0,4.0,21.0,Investing;Insurance;Financial Services;Banks & Credit Unions
DTgWZvWgeRmsgZqrlqerdQ,3,9,36,132,3,0.08333333333333333,0.08333333333333333,3.6666666666666665,0.25,U 2 Nails,Southeast,8170 S Eastern Ave,89123.0,3.5,36.0,Beauty & Spas;Nail Salons
eor-8FeKLBLo_7RM_08zVQ,11,7,25,64,11,0.44,0.44,2.56,0.28,Albertsons,Westside,1001 S Rainbow Blvd,89145.0,2.5,25.0,Grocery;Food;Drugstores;Shopping
QTH_XGh4rWYdd0fTW-tUDw,0,0,7,25,0,0.0,0.0,3.5714285714285716,0.0,Baja Fresh Mexican Grill,Spring Valley,4190 S Rainbow Blvd,89103.0,3.5,7.0,Mexican;Restaurants
Zua91nLoti4rx1VCkuIe6g,0,2,4,12,0,0.0,0.0,3.0,0.5,The Bar-Lounge At Urban Turban,Eastside,3900 Paradise Rd,89169.0,3.0,4.0,Lounges;Bars;Nightlife;Indian;Restaurants;Tapas Bars;Asian Fusion
um1guhIrpfBu0nt4jsR5_A,0,0,57,282,0,0.0,0.0,4.947368421052632,0.0,A-Tech Heating and Cooling,Southeast,7231 S Eastern Ave,89119.0,5.0,57.0,Heating & Air Conditioning/HVAC;Home Services
WLu8QHuN6zjlBEJ7HXIg1Q,2,4,24,100,4,0.08333333333333333,0.16666666666666666,4.166666666666667,0.16666666666666666,Mattress Firm Arroyo,Spring Valley,7305 Arroyo Crossing Pkwy,89118.0,4.0,24.0,Home & Garden;Shopping;Furniture Stores;Mattresses
cJMgxJ_GDg0a1KEkXPVaug,0,3,8,21,0,0.0,0.0,2.625,0.375,Nicolo's Cucina Italiana,Southwest,10690 Southern Highlands Pkwy,89141.0,2.5,8.0,Restaurants;Italian
YWZchhBTNUpNt4kACvKu5w,0,1,8,33,0,0.0,0.0,4.125,0.125,Zheng Travel,Chinatown,5300 Spring Mountain Rd,89146.0,4.0,8.0,Hotels & Travel;Travel Services;Travel Agents
-YWr1wm_NaAlgEf9TZzsMQ,76,41,95,212,105,0.8,1.105263157894737,2.231578947368421,0.43157894736842106,Jumbo Super Buffet,Westside,1617 S Decatur Blvd,89102.0,2.0,96.0,Buffets;Sushi Bars;Restaurants;Chinese
MMfVS56z0AZXbO3C9vHbVg,2,22,35,77,3,0.05714285714285714,0.08571428571428572,2.2,0.6285714285714286,Pizza Hut,Summerlin,10260 W Charleston Blvd,89135.0,2.0,35.0,Restaurants;Pizza
OjNwMSZq99NLgYBwgns45w,1,1,9,32,1,0.1111111111111111,0.1111111111111111,3.5555555555555554,0.1111111111111111,d'annata Boutique,Westside,400 S Rampart Blvd,89145.0,3.5,9.0,Women's Clothing;Shopping;Fashion
ZvqxRMd4lWkscs_QLQhhpg,0,0,19,95,0,0.0,0.0,5.0,0.0,Dog Supplies Outlet,Spring Valley,6181 S Rainbow Blvd,89118.0,5.0,19.0,Pets;Pet Stores
NlpsCKu8FiGo2BvZSZdpFg,0,2,3,5,0,0.0,0.0,1.6666666666666667,0.6666666666666666,Subway,Westside,740 S Decatur Blvd,89107.0,1.5,3.0,Fast Food;Restaurants;Sandwiches
eFZwGBf2Ec5e5FdHo76gQQ,0,6,11,27,0,0.0,0.0,2.4545454545454546,0.5454545454545454,Southern Table,,5011 E Craig Rd,89115.0,2.5,11.0,Restaurants;Soul Food;Breakfast & Brunch;Seafood;American (Traditional)
WleVOQ9YhBYl4SWrlsLDhA,0,0,6,21,0,0.0,0.0,3.5,0.0,Red Apple Grill,Westside,7002 W Charleston Blvd,89145.0,3.5,6.0,Burgers;Restaurants;Barbeque;Local Flavor
S_5ujRCju3eCl4BvXvvmrw,1,2,40,188,1,0.025,0.025,4.7,0.05,WC Motoring,,6380 S Valley View Blvd,89118.0,4.5,40.0,Automotive;Car Stereo Installation;Auto Parts & Supplies;Wheel & Rim Repair;Tires;Auto Customization;Vehicle Wraps
OS5zpHGNEOGPAIq_bItKtg,0,0,8,40,0,0.0,0.0,5.0,0.0,Angela Milafsky LMT3434,Westside,8751 W Charleston Blvd,89117.0,5.0,8.0,Beauty & Spas;Massage;Health & Medical;Reiki;Massage Therapy
4-aAofgQxWW7jzu0tt8WBg,0,0,4,20,0,0.0,0.0,5.0,0.0,Ultimate Training Center,Spring Valley,3700 S Hualapai Way,89147.0,5.0,4.0,Fitness & Instruction;Gyms;Active Life
9A-SbsQJ9efK57oW3GsAlQ,0,5,13,40,0,0.0,0.0,3.076923076923077,0.38461538461538464,Jack in the Box,Northwest,3211 N Rancho Dr,89130.0,3.0,13.0,Fast Food;Restaurants
fkH_PLPBmyYSSyhXUp6Zwg,0,2,20,92,0,0.0,0.0,4.6,0.1,Black Omen Tattoo,Eastside,4080 Paradise Rd,89169.0,4.5,20.0,Piercing;Arts & Entertainment;Beauty & Spas;Tattoo
ZDoXr27YooSll6FTD36RkA,3,0,13,38,3,0.23076923076923078,0.23076923076923078,2.923076923076923,0.0,Fazoli's,Southeast,9809 S Eastern Ave,89183.0,3.0,13.0,Restaurants;Italian;Pizza
A26hK0LDXOyRaIbDdbel9g,14,8,79,326,14,0.17721518987341772,0.17721518987341772,4.1265822784810124,0.10126582278481013,Emerald at Queensridge,Westside,891 S Rampart Blvd,89145.0,4.0,79.0,Venues & Event Spaces;Caterers;Wedding Planning;Event Planning & Services
z83HCJLwq6xeohRPYdiebg,0,1,16,56,0,0.0,0.0,3.5,0.0625,E-Jo Korean Restaurant,Chinatown,3429 S Jones Blvd,89107.0,3.5,16.0,Korean;Restaurants
phTLTkqSvylLkmz5wAwhTw,5,13,42,137,6,0.11904761904761904,0.14285714285714285,3.261904761904762,0.30952380952380953,Golden China,Northwest,4416 N Rancho Dr,89130.0,3.5,42.0,Soup;Noodles;Chinese;Restaurants
HbWqxnecQzY5VSKS-y6dFA,0,0,4,20,0,0.0,0.0,5.0,0.0,Acne Clinic Las Vegas By Justina,Westside,8751 W Charleston Blvd,89117.0,5.0,4.0,Cosmetics & Beauty Supply;Shopping;Beauty & Spas;Health & Medical;Skin Care;Acne Treatment
y2urCEObK9bihiGJDfNcwA,0,6,55,243,0,0.0,0.0,4.418181818181818,0.10909090909090909,Hair of the Dog,Westside,3310 S Jones Blvd,89146.0,4.5,55.0,Pet Groomers;Pet Services;Pets
1Fa_brd85F_-gXYP45GpsA,10,11,27,65,10,0.37037037037037035,0.37037037037037035,2.4074074074074074,0.4074074074074074,Hotel California Restaurant and Cantina,Westside,1050 S Rampart Blvd,89145.0,2.5,27.0,Bars;Restaurants;Nightlife
BYYTKKHMGoTPjILP-WMpFw,11,10,33,70,12,0.3333333333333333,0.36363636363636365,2.121212121212121,0.30303030303030304,China Star Buffet,,4945 W Tropicana Ave,89103.0,2.0,33.0,Restaurants;Buffets
WbomkBTJTDvMBN2wYR06EA,3,4,20,72,3,0.15,0.15,3.6,0.2,Cake Palace,,8876 S Eastern Ave,89123.0,3.5,20.0,Food;Bakeries
ASYsl1vHY0aKRXlPtHeCWQ,8,5,16,54,8,0.5,0.5,3.375,0.3125,Bakery Magic,University,4110 S Maryland Pkwy,89119.0,3.5,16.0,Food;Bakeries
1F7SjxEmqhFmDfQgpTI8sA,2,8,17,44,2,0.11764705882352941,0.11764705882352941,2.588235294117647,0.47058823529411764,Paradise Nails & Spa,Spring Valley,9340 W Flamingo Rd,89147.0,2.5,17.0,Beauty & Spas;Nail Salons
wqFkAsxYPA5tcdSkYMtrrw,2,25,60,141,3,0.03333333333333333,0.05,2.35,0.4166666666666667,Tropical Smoothie Cafe,Westside,6350 W Charleston Blvd,89146.0,2.5,60.0,Restaurants;Cafes
DbUQIdqDF_ze_0kOLkyLag,0,0,56,280,0,0.0,0.0,5.0,0.0,Shane Nguyen - Top Agent- 1st Priority Realty,,6370 W Flamingo Rd,89103.0,5.0,56.0,Commercial Real Estate;Real Estate;Property Management;Real Estate Services;Home Services;Real Estate Agents
JuODVop_PL9tXTQoJ7HyIQ,0,1,18,83,0,0.0,0.0,4.611111111111111,0.05555555555555555,Seven Tattoo Studio,Westside,2605 S Decatur Blvd,89102.0,4.5,18.0,Beauty & Spas;Tattoo
RiHdI0lxKCKSyFVT7CVtsw,1,14,49,162,1,0.02040816326530612,0.02040816326530612,3.306122448979592,0.2857142857142857,Embassy Nightclub,Chinatown,3355 Procyon St,89102.0,3.5,49.0,Music Venues;Reiki;Massage;Health & Medical;Arts & Entertainment;Bars;Hookah Bars;Dance Clubs;Comedy Clubs;Nightlife;Beauty & Spas
l4E8kiB13FWV1p_rGYJLig,3,5,38,136,3,0.07894736842105263,0.07894736842105263,3.5789473684210527,0.13157894736842105,Bao Now,The Strip,300 W Sahara Ave,89102.0,3.5,38.0,Food;Restaurants;Chinese;Coffee & Tea;Dim Sum
fDpiXePaeKqbOfoxXxUKyw,1,5,13,34,1,0.07692307692307693,0.07692307692307693,2.6153846153846154,0.38461538461538464,Bangkok 9,Northwest,3175 N Rainbow Blvd,89108.0,2.5,13.0,Restaurants;Chinese
Rr4xihOp4gkp3q26JO5gnQ,0,2,10,27,0,0.0,0.0,2.7,0.2,University Bookstore,University,4505 S Maryland Pkwy,89154.0,2.5,10.0,Shopping;Bookstores;Books;Mags;Music & Video
zsE5PdYtpaxBlyhcSOsOWQ,5,6,12,34,5,0.4166666666666667,0.4166666666666667,2.8333333333333335,0.5,Home Masters,Northwest,4588 N Rancho Dr,89130.0,3.0,12.0,Contractors;Home Services;Windows Installation
2NjHpPRNLdLLEYbu7T-lLQ,0,1,17,70,0,0.0,0.0,4.117647058823529,0.058823529411764705,Wayne Newton Up Close and Personal,The Strip,3645 S Las Vegas Blvd,89109.0,4.0,17.0,Performing Arts;Arts & Entertainment
NUqNfkbCIPL42JAZVrr3QQ,6,3,30,109,6,0.2,0.2,3.6333333333333333,0.1,L'epid'or Bakery,Chinatown,6850 W Spring Mountain Rd,89146.0,3.5,30.0,Bakeries;Food
UQTKPKEzm6513DknF7Scqg,13,10,56,189,13,0.23214285714285715,0.23214285714285715,3.375,0.17857142857142858,Big Paul's BBQ,Eastside,3025 E Desert Inn,89122.0,3.5,56.0,Soul Food;Restaurants;Barbeque;Cajun/Creole
5xYk23lz0ktdMvzHtohymQ,7,11,77,270,10,0.09090909090909091,0.12987012987012986,3.5064935064935066,0.14285714285714285,Village Pub & Poker,Summerlin,2610 Regatta Dr,89128.0,3.5,77.0,Restaurants;Bars;Arts & Entertainment;Pubs;American (Traditional);Food;Casinos;Nightlife;Breweries
Nu_NR4pAH3sKHIOq2TM2og,4,21,69,194,12,0.057971014492753624,0.17391304347826086,2.8115942028985508,0.30434782608695654,Tropical Smoothie Cafe,,4001 S Decatur Blvd,89103.0,3.0,69.0,Food;Juice Bars & Smoothies
vovAmbZ38jWTb5GfiQoSPw,4,2,17,59,4,0.23529411764705882,0.23529411764705882,3.4705882352941178,0.11764705882352941,Marketon,,840 N Decatur Blvd,89107.0,3.5,17.0,Grocery;Food;Meat Shops;Beer;Wine & Spirits;Specialty Food
qW9YdjLDjqM7vpib6cIYGg,0,4,45,207,0,0.0,0.0,4.6,0.08888888888888889,Farmers Insurance - Joseph Haas,Spring Valley,6345 S Rainbow Blvd,89118.0,4.5,45.0,Financial Services;Insurance
Zf79K5QvjpT26M9OMt55sw,12,9,30,79,17,0.4,0.5666666666666667,2.6333333333333333,0.3,Festival Buffet,,2400 N Rancho Dr,89130.0,2.5,30.0,Buffets;Restaurants
h0G1wnCQCqgk66IXMo9-Ow,0,0,5,25,0,0.0,0.0,5.0,0.0,DC Fit Las Vegas,Spring Valley,9640 W Tropicana Ave,89147.0,5.0,5.0,Boxing;Martial Arts;Kickboxing;Fitness & Instruction;Active Life;Gyms
8_mXYs-ZOqDGS7ifAjaocA,0,0,24,95,0,0.0,0.0,3.9583333333333335,0.0,Seafood Station,Centennial,7785 N Durango Dr,89131.0,4.0,24.0,Seafood;Restaurants
I_H193GSKv7B5A70dUeKMQ,0,1,4,12,0,0.0,0.0,3.0,0.25,Pandora,The Strip,3663 Las Vegas Blvd,89109.0,3.0,4.0,Jewelry;Shopping
B5cNZk44R-OK8al7qWe8IQ,0,0,4,20,0,0.0,0.0,5.0,0.0,Richard Marx,The Strip,3555 S Las Vegas Blvd,89109.0,5.0,4.0,Stadiums & Arenas;Arts & Entertainment;Nightlife
LYHMZOBRSAi_TR-5Xh-4pA,0,0,13,54,0,0.0,0.0,4.153846153846154,0.0,Piazza Lounge,Eastside,255 E Flamingo Rd,89169.0,4.0,13.0,Lounges;Bars;Nightlife
a3ulF-JPd2J4thwo_Vdm5w,0,2,15,56,0,0.0,0.0,3.7333333333333334,0.13333333333333333,Las Vegas Cuban Cigar Factory,Eastside,4080 Paradise Rd,89169.0,3.5,15.0,Tobacco Shops;Shopping
